"Perioden;""Regio van vestiging"";""Regio van vertrek"";""Tussen gemeenten verhuisde personen (aantal)"""
"2013;""Twente (CR)"";""Noord-Drenthe (CR)"";89"
"2014;""Twente (CR)"";""Noord-Drenthe (CR)"";106"
"2015;""Twente (CR)"";""Noord-Drenthe (CR)"";111"
"2016;""Twente (CR)"";""Noord-Drenthe (CR)"";478"
"2017;""Twente (CR)"";""Noord-Drenthe (CR)"";689"
"2018;""Twente (CR)"";""Noord-Drenthe (CR)"";184"
"2019;""Twente (CR)"";""Noord-Drenthe (CR)"";120"
"2020;""Twente (CR)"";""Noord-Drenthe (CR)"";125"
"2011;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";207"
"2012;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";223"
"2013;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";176"
"2014;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";206"
"2015;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";170"
"2016;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";162"
"2017;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";211"
"2018;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";231"
"2019;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";217"
"2020;""Twente (CR)"";""Zuidoost-Drenthe (CR)"";183"
"2011;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";120"
"2012;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";115"
"2013;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";127"
"2014;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";110"
"2015;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";140"
"2016;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";146"
"2017;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";110"
"2018;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";141"
"2019;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";148"
"2020;""Twente (CR)"";""Zuidwest-Drenthe (CR)"";107"
"2011;""Twente (CR)"";""Noord-Overijssel (CR)"";805"
"2012;""Twente (CR)"";""Noord-Overijssel (CR)"";789"
"2013;""Twente (CR)"";""Noord-Overijssel (CR)"";787"
"2014;""Twente (CR)"";""Noord-Overijssel (CR)"";775"
"2015;""Twente (CR)"";""Noord-Overijssel (CR)"";836"
"2016;""Twente (CR)"";""Noord-Overijssel (CR)"";1001"
"2017;""Twente (CR)"";""Noord-Overijssel (CR)"";887"
"2018;""Twente (CR)"";""Noord-Overijssel (CR)"";965"
"2019;""Twente (CR)"";""Noord-Overijssel (CR)"";926"
"2020;""Twente (CR)"";""Noord-Overijssel (CR)"";900"
"2011;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";554"
"2012;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";537"
"2013;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";635"
"2014;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";654"
"2015;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";792"
"2016;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";614"
"2017;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";666"
"2018;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";692"
"2019;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";605"
"2020;""Twente (CR)"";""Zuidwest-Overijssel (CR)"";687"
"2011;""Twente (CR)"";""Twente (CR)"";8543"
"2012;""Twente (CR)"";""Twente (CR)"";9417"
"2013;""Twente (CR)"";""Twente (CR)"";9108"
"2014;""Twente (CR)"";""Twente (CR)"";9504"
"2015;""Twente (CR)"";""Twente (CR)"";9702"
"2016;""Twente (CR)"";""Twente (CR)"";11530"
"2017;""Twente (CR)"";""Twente (CR)"";12214"
"2018;""Twente (CR)"";""Twente (CR)"";11369"
"2019;""Twente (CR)"";""Twente (CR)"";11150"
"2020;""Twente (CR)"";""Twente (CR)"";11781"
"2011;""Twente (CR)"";""Veluwe (CR)"";552"
"2012;""Twente (CR)"";""Veluwe (CR)"";573"
"2013;""Twente (CR)"";""Veluwe (CR)"";624"
"2014;""Twente (CR)"";""Veluwe (CR)"";615"
"2015;""Twente (CR)"";""Veluwe (CR)"";578"
"2016;""Twente (CR)"";""Veluwe (CR)"";565"
"2017;""Twente (CR)"";""Veluwe (CR)"";606"
"2018;""Twente (CR)"";""Veluwe (CR)"";627"
"2019;""Twente (CR)"";""Veluwe (CR)"";665"
"2020;""Twente (CR)"";""Veluwe (CR)"";628"
"2011;""Twente (CR)"";""Achterhoek (CR)"";1056"
"2012;""Twente (CR)"";""Achterhoek (CR)"";1000"
"2013;""Twente (CR)"";""Achterhoek (CR)"";995"
"2014;""Twente (CR)"";""Achterhoek (CR)"";1044"
"2015;""Twente (CR)"";""Achterhoek (CR)"";1030"
"2016;""Twente (CR)"";""Achterhoek (CR)"";1176"
"2017;""Twente (CR)"";""Achterhoek (CR)"";1015"
"2018;""Twente (CR)"";""Achterhoek (CR)"";1049"
"2019;""Twente (CR)"";""Achterhoek (CR)"";1127"
"2020;""Twente (CR)"";""Achterhoek (CR)"";1044"
"2011;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";588"
"2012;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";547"
"2013;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";587"
"2014;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";632"
"2015;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";659"
"2016;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";736"
"2017;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";639"
"2018;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";647"
"2019;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";745"
"2020;""Twente (CR)"";""Arnhem/Nijmegen (CR)"";658"
"2011;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";60"
"2012;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";43"
"2013;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";59"
"2014;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";49"
"2015;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";52"
"2016;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";58"
"2017;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";57"
"2018;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";62"
"2019;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";59"
"2020;""Twente (CR)"";""Zuidwest-Gelderland (CR)"";74"
"2011;""Twente (CR)"";""Utrecht (CR)"";702"
"2012;""Twente (CR)"";""Utrecht (CR)"";699"
"2013;""Twente (CR)"";""Utrecht (CR)"";659"
"2014;""Twente (CR)"";""Utrecht (CR)"";652"
"2015;""Twente (CR)"";""Utrecht (CR)"";653"
"2016;""Twente (CR)"";""Utrecht (CR)"";739"
"2017;""Twente (CR)"";""Utrecht (CR)"";710"
"2018;""Twente (CR)"";""Utrecht (CR)"";650"
"2019;""Twente (CR)"";""Utrecht (CR)"";705"
"2020;""Twente (CR)"";""Utrecht (CR)"";783"
"2011;""Twente (CR)"";""Kop van Noord-Holland (CR)"";109"
"2012;""Twente (CR)"";""Kop van Noord-Holland (CR)"";99"
"2013;""Twente (CR)"";""Kop van Noord-Holland (CR)"";101"
"2014;""Twente (CR)"";""Kop van Noord-Holland (CR)"";94"
"2015;""Twente (CR)"";""Kop van Noord-Holland (CR)"";62"
"2016;""Twente (CR)"";""Kop van Noord-Holland (CR)"";120"
"2017;""Twente (CR)"";""Kop van Noord-Holland (CR)"";123"
"2018;""Twente (CR)"";""Kop van Noord-Holland (CR)"";94"
"2019;""Twente (CR)"";""Kop van Noord-Holland (CR)"";103"
"2020;""Twente (CR)"";""Kop van Noord-Holland (CR)"";95"
"2011;""Twente (CR)"";""Alkmaar en omgeving (CR)"";50"
"2012;""Twente (CR)"";""Alkmaar en omgeving (CR)"";53"
"2013;""Twente (CR)"";""Alkmaar en omgeving (CR)"";56"
"2014;""Twente (CR)"";""Alkmaar en omgeving (CR)"";75"
"2015;""Twente (CR)"";""Alkmaar en omgeving (CR)"";48"
"2016;""Twente (CR)"";""Alkmaar en omgeving (CR)"";58"
"2017;""Twente (CR)"";""Alkmaar en omgeving (CR)"";86"
"2018;""Twente (CR)"";""Alkmaar en omgeving (CR)"";65"
"2019;""Twente (CR)"";""Alkmaar en omgeving (CR)"";37"
"2020;""Twente (CR)"";""Alkmaar en omgeving (CR)"";63"
"2011;""Twente (CR)"";""IJmond (CR)"";38"
"2012;""Twente (CR)"";""IJmond (CR)"";28"
"2013;""Twente (CR)"";""IJmond (CR)"";33"
"2014;""Twente (CR)"";""IJmond (CR)"";44"
"2015;""Twente (CR)"";""IJmond (CR)"";43"
"2016;""Twente (CR)"";""IJmond (CR)"";34"
"2017;""Twente (CR)"";""IJmond (CR)"";56"
"2018;""Twente (CR)"";""IJmond (CR)"";43"
"2019;""Twente (CR)"";""IJmond (CR)"";55"
"2020;""Twente (CR)"";""IJmond (CR)"";54"
"2011;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";64"
"2012;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";79"
"2013;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";57"
"2014;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";76"
"2015;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";82"
"2016;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";74"
"2017;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";71"
"2018;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";62"
"2019;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";82"
"2020;""Twente (CR)"";""Agglomeratie Haarlem (CR)"";99"
"2011;""Twente (CR)"";""Zaanstreek (CR)"";30"
"2012;""Twente (CR)"";""Zaanstreek (CR)"";34"
"2013;""Twente (CR)"";""Zaanstreek (CR)"";25"
"2014;""Twente (CR)"";""Zaanstreek (CR)"";21"
"2015;""Twente (CR)"";""Zaanstreek (CR)"";41"
"2016;""Twente (CR)"";""Zaanstreek (CR)"";39"
"2017;""Twente (CR)"";""Zaanstreek (CR)"";36"
"2018;""Twente (CR)"";""Zaanstreek (CR)"";39"
"2019;""Twente (CR)"";""Zaanstreek (CR)"";48"
"2020;""Twente (CR)"";""Zaanstreek (CR)"";57"
"2011;""Twente (CR)"";""Groot-Amsterdam (CR)"";447"
"2012;""Twente (CR)"";""Groot-Amsterdam (CR)"";439"
"2013;""Twente (CR)"";""Groot-Amsterdam (CR)"";498"
"2014;""Twente (CR)"";""Groot-Amsterdam (CR)"";528"
"2015;""Twente (CR)"";""Groot-Amsterdam (CR)"";571"
"2016;""Twente (CR)"";""Groot-Amsterdam (CR)"";525"
"2017;""Twente (CR)"";""Groot-Amsterdam (CR)"";553"
"2018;""Twente (CR)"";""Groot-Amsterdam (CR)"";629"
"2019;""Twente (CR)"";""Groot-Amsterdam (CR)"";703"
"2020;""Twente (CR)"";""Groot-Amsterdam (CR)"";720"
"2011;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";84"
"2012;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";99"
"2013;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";102"
"2014;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";84"
"2015;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";110"
"2016;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";99"
"2017;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";102"
"2018;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";139"
"2019;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";129"
"2020;""Twente (CR)"";""Het Gooi en Vechtstreek (CR)"";110"
"2011;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";91"
"2012;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";85"
"2013;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";128"
"2014;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";114"
"2015;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";124"
"2016;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";113"
"2017;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";102"
"2018;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";116"
"2019;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";128"
"2020;""Twente (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";124"
"2011;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";260"
"2012;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";241"
"2013;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";189"
"2014;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";208"
"2015;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";217"
"2016;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";218"
"2017;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";235"
"2018;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";255"
"2019;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";288"
"2020;""Twente (CR)"";""Agglomeratie 's-Gravenhage (CR)"";329"
"2011;""Twente (CR)"";""Delft en Westland (CR)"";76"
"2012;""Twente (CR)"";""Delft en Westland (CR)"";58"
"2013;""Twente (CR)"";""Delft en Westland (CR)"";52"
"2014;""Twente (CR)"";""Delft en Westland (CR)"";55"
"2015;""Twente (CR)"";""Delft en Westland (CR)"";70"
"2016;""Twente (CR)"";""Delft en Westland (CR)"";85"
"2017;""Twente (CR)"";""Delft en Westland (CR)"";74"
"2018;""Twente (CR)"";""Delft en Westland (CR)"";92"
"2019;""Twente (CR)"";""Delft en Westland (CR)"";74"
"2020;""Twente (CR)"";""Delft en Westland (CR)"";95"
"2011;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";87"
"2012;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";88"
"2013;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";69"
"2014;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";46"
"2015;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";65"
"2016;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";74"
"2017;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";90"
"2018;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";69"
"2019;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";103"
"2020;""Twente (CR)"";""Oost-Zuid-Holland (CR)"";88"
"2011;""Twente (CR)"";""Groot-Rijnmond (CR)"";309"
"2012;""Twente (CR)"";""Groot-Rijnmond (CR)"";283"
"2013;""Twente (CR)"";""Groot-Rijnmond (CR)"";247"
"2014;""Twente (CR)"";""Groot-Rijnmond (CR)"";217"
"2015;""Twente (CR)"";""Groot-Rijnmond (CR)"";239"
"2016;""Twente (CR)"";""Groot-Rijnmond (CR)"";285"
"2017;""Twente (CR)"";""Groot-Rijnmond (CR)"";275"
"2018;""Twente (CR)"";""Groot-Rijnmond (CR)"";286"
"2019;""Twente (CR)"";""Groot-Rijnmond (CR)"";336"
"2020;""Twente (CR)"";""Groot-Rijnmond (CR)"";365"
"2011;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";92"
"2012;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";81"
"2013;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";85"
"2014;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";71"
"2015;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";46"
"2016;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";91"
"2017;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";81"
"2018;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";84"
"2019;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";61"
"2020;""Twente (CR)"";""Zuidoost-Zuid-Holland (CR)"";73"
"2011;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";22"
"2012;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";4"
"2013;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";12"
"2014;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";23"
"2015;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";11"
"2016;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";17"
"2017;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";14"
"2018;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";14"
"2019;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";26"
"2020;""Twente (CR)"";""Zeeuwsch-Vlaanderen (CR)"";17"
"2011;""Twente (CR)"";""Overig Zeeland (CR)"";81"
"2012;""Twente (CR)"";""Overig Zeeland (CR)"";57"
"2013;""Twente (CR)"";""Overig Zeeland (CR)"";40"
"2014;""Twente (CR)"";""Overig Zeeland (CR)"";47"
"2015;""Twente (CR)"";""Overig Zeeland (CR)"";59"
"2016;""Twente (CR)"";""Overig Zeeland (CR)"";43"
"2017;""Twente (CR)"";""Overig Zeeland (CR)"";69"
"2018;""Twente (CR)"";""Overig Zeeland (CR)"";54"
"2019;""Twente (CR)"";""Overig Zeeland (CR)"";44"
"2020;""Twente (CR)"";""Overig Zeeland (CR)"";54"
"2011;""Twente (CR)"";""West-Noord-Brabant (CR)"";92"
"2012;""Twente (CR)"";""West-Noord-Brabant (CR)"";114"
"2013;""Twente (CR)"";""West-Noord-Brabant (CR)"";109"
"2014;""Twente (CR)"";""West-Noord-Brabant (CR)"";104"
"2015;""Twente (CR)"";""West-Noord-Brabant (CR)"";90"
"2016;""Twente (CR)"";""West-Noord-Brabant (CR)"";97"
"2017;""Twente (CR)"";""West-Noord-Brabant (CR)"";90"
"2018;""Twente (CR)"";""West-Noord-Brabant (CR)"";99"
"2019;""Twente (CR)"";""West-Noord-Brabant (CR)"";77"
"2020;""Twente (CR)"";""West-Noord-Brabant (CR)"";105"
"2011;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";85"
"2012;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";104"
"2013;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";113"
"2014;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";120"
"2015;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";109"
"2016;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";143"
"2017;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";121"
"2018;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";139"
"2019;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";96"
"2020;""Twente (CR)"";""Midden-Noord-Brabant (CR)"";123"
"2011;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";121"
"2012;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";132"
"2013;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";156"
"2014;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";120"
"2015;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";169"
"2016;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";189"
"2017;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";120"
"2018;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";137"
"2019;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";118"
"2020;""Twente (CR)"";""Noordoost-Noord-Brabant (CR)"";148"
"2011;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";178"
"2012;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";141"
"2013;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";132"
"2014;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";164"
"2015;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";164"
"2016;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";246"
"2017;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";259"
"2018;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";149"
"2019;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";178"
"2020;""Twente (CR)"";""Zuidoost-Noord-Brabant (CR)"";202"
"2011;""Twente (CR)"";""Noord-Limburg (CR)"";50"
"2012;""Twente (CR)"";""Noord-Limburg (CR)"";52"
"2013;""Twente (CR)"";""Noord-Limburg (CR)"";39"
"2014;""Twente (CR)"";""Noord-Limburg (CR)"";51"
"2015;""Twente (CR)"";""Noord-Limburg (CR)"";47"
"2016;""Twente (CR)"";""Noord-Limburg (CR)"";54"
"2017;""Twente (CR)"";""Noord-Limburg (CR)"";75"
"2018;""Twente (CR)"";""Noord-Limburg (CR)"";51"
"2019;""Twente (CR)"";""Noord-Limburg (CR)"";57"
"2020;""Twente (CR)"";""Noord-Limburg (CR)"";52"
"2011;""Twente (CR)"";""Midden-Limburg (CR)"";43"
"2012;""Twente (CR)"";""Midden-Limburg (CR)"";44"
"2013;""Twente (CR)"";""Midden-Limburg (CR)"";48"
"2014;""Twente (CR)"";""Midden-Limburg (CR)"";42"
"2015;""Twente (CR)"";""Midden-Limburg (CR)"";30"
"2016;""Twente (CR)"";""Midden-Limburg (CR)"";57"
"2017;""Twente (CR)"";""Midden-Limburg (CR)"";34"
"2018;""Twente (CR)"";""Midden-Limburg (CR)"";33"
"2019;""Twente (CR)"";""Midden-Limburg (CR)"";38"
"2020;""Twente (CR)"";""Midden-Limburg (CR)"";26"
"2011;""Twente (CR)"";""Zuid-Limburg (CR)"";105"
"2012;""Twente (CR)"";""Zuid-Limburg (CR)"";109"
"2013;""Twente (CR)"";""Zuid-Limburg (CR)"";128"
"2014;""Twente (CR)"";""Zuid-Limburg (CR)"";129"
"2015;""Twente (CR)"";""Zuid-Limburg (CR)"";123"
"2016;""Twente (CR)"";""Zuid-Limburg (CR)"";122"
"2017;""Twente (CR)"";""Zuid-Limburg (CR)"";124"
"2018;""Twente (CR)"";""Zuid-Limburg (CR)"";132"
"2019;""Twente (CR)"";""Zuid-Limburg (CR)"";125"
"2020;""Twente (CR)"";""Zuid-Limburg (CR)"";110"
"2011;""Twente (CR)"";""Flevoland (CR)"";293"
"2012;""Twente (CR)"";""Flevoland (CR)"";212"
"2013;""Twente (CR)"";""Flevoland (CR)"";271"
"2014;""Twente (CR)"";""Flevoland (CR)"";226"
"2015;""Twente (CR)"";""Flevoland (CR)"";249"
"2016;""Twente (CR)"";""Flevoland (CR)"";264"
"2017;""Twente (CR)"";""Flevoland (CR)"";262"
"2018;""Twente (CR)"";""Flevoland (CR)"";236"
"2019;""Twente (CR)"";""Flevoland (CR)"";278"
"2020;""Twente (CR)"";""Flevoland (CR)"";304"
"2011;""Veluwe (CR)"";""Oost-Groningen (CR)"";82"
"2012;""Veluwe (CR)"";""Oost-Groningen (CR)"";91"
"2013;""Veluwe (CR)"";""Oost-Groningen (CR)"";63"
"2014;""Veluwe (CR)"";""Oost-Groningen (CR)"";82"
"2015;""Veluwe (CR)"";""Oost-Groningen (CR)"";88"
"2016;""Veluwe (CR)"";""Oost-Groningen (CR)"";88"
"2017;""Veluwe (CR)"";""Oost-Groningen (CR)"";138"
"2018;""Veluwe (CR)"";""Oost-Groningen (CR)"";411"
"2019;""Veluwe (CR)"";""Oost-Groningen (CR)"";379"
"2020;""Veluwe (CR)"";""Oost-Groningen (CR)"";402"
"2011;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";30"
"2012;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";27"
"2013;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";25"
"2014;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";16"
"2015;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";21"
"2016;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";21"
"2017;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";32"
"2018;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";24"
"2019;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";15"
"2020;""Veluwe (CR)"";""Delfzijl en omgeving (CR)"";25"
"2011;""Veluwe (CR)"";""Overig Groningen (CR)"";385"
"2012;""Veluwe (CR)"";""Overig Groningen (CR)"";408"
"2013;""Veluwe (CR)"";""Overig Groningen (CR)"";426"
"2014;""Veluwe (CR)"";""Overig Groningen (CR)"";445"
"2015;""Veluwe (CR)"";""Overig Groningen (CR)"";439"
"2016;""Veluwe (CR)"";""Overig Groningen (CR)"";439"
"2017;""Veluwe (CR)"";""Overig Groningen (CR)"";401"
"2018;""Veluwe (CR)"";""Overig Groningen (CR)"";429"
"2019;""Veluwe (CR)"";""Overig Groningen (CR)"";345"
"2020;""Veluwe (CR)"";""Overig Groningen (CR)"";358"
"2011;""Veluwe (CR)"";""Noord-Friesland (CR)"";208"
"2012;""Veluwe (CR)"";""Noord-Friesland (CR)"";220"
"2013;""Veluwe (CR)"";""Noord-Friesland (CR)"";238"
"2014;""Veluwe (CR)"";""Noord-Friesland (CR)"";232"
"2015;""Veluwe (CR)"";""Noord-Friesland (CR)"";230"
"2016;""Veluwe (CR)"";""Noord-Friesland (CR)"";278"
"2017;""Veluwe (CR)"";""Noord-Friesland (CR)"";245"
"2018;""Veluwe (CR)"";""Noord-Friesland (CR)"";199"
"2019;""Veluwe (CR)"";""Noord-Friesland (CR)"";185"
"2020;""Veluwe (CR)"";""Noord-Friesland (CR)"";214"
"2011;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";47"
"2012;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";56"
"2013;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";48"
"2014;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";77"
"2015;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";65"
"2016;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";82"
"2017;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";86"
"2018;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";157"
"2019;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";66"
"2020;""Veluwe (CR)"";""Zuidwest-Friesland (CR)"";101"
"2011;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";99"
"2012;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";109"
"2013;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";136"
"2014;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";109"
"2015;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";113"
"2016;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";96"
"2017;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";127"
"2018;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";130"
"2019;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";111"
"2020;""Veluwe (CR)"";""Zuidoost-Friesland (CR)"";102"
"2011;""Veluwe (CR)"";""Noord-Drenthe (CR)"";104"
"2012;""Veluwe (CR)"";""Noord-Drenthe (CR)"";129"
"2013;""Veluwe (CR)"";""Noord-Drenthe (CR)"";105"
"2014;""Veluwe (CR)"";""Noord-Drenthe (CR)"";141"
"2015;""Veluwe (CR)"";""Noord-Drenthe (CR)"";150"
"2016;""Veluwe (CR)"";""Noord-Drenthe (CR)"";428"
